company,culture,job_addr,job_description,job_posted,job_security_advance,job_title,link,management,reviews_score,reviews_total,salary,salary_benefits,salary_bins,work_life_bal,salary_bins_int
Elevate Recruiting Group,-,"New York, NY","
Machine Learning, Data Mining. Making use of the Data Warehouse, which is one of the media industry’s largest data warehouse environments....",24 days ago,-,Data Scientist,http://www.indeed.com/rc/clk?jk=0616e1e35de45491&fccid=ea0afd5c2a813ac2,-,4.0,-,-,-,"$55,000+",-,55000
New York Genome Center,3.5,"New York, NY 10013 (Tribeca area)","
1+ years demonstrated exposure to NGS data analysis; Analyze cancer sequencing data using established pipelines and workflows;...",13 days ago,1.5,"Bioinformatics Analyst, Cancer",http://www.indeed.com/rc/clk?jk=c2b1bc599eb4b9d9&fccid=971a3b2d67fd9d8d,1.5,3.5,2,-,5.0,"$55,000+",2.5,55000
Casper,3.7,"New York, NY","
2-3 years of experience as a Data Analyst, Data Scientist or Management Consultant. Be the biggest believer that data is a competitive advantage for Casper....",22 days ago,3.3,Business Intelligence Analyst,http://www.indeed.com/rc/clk?jk=2c2f856eed7b50cc&fccid=34cc52740e2971c2,3.3,3.9,15,-,3.6,"$55,000+",4.2,55000
Memorial Sloan Kettering Cancer Center,4.0,"New York, NY 10065 (Upper East Side area)","
Working together with members in the group, the *Bioinformatics Data Scientist*. As part of their role the Bioinformatics data scientist will support end-to-end...",30+ days ago,3.8,"Bioinformatics Data Scientist - Cancer Genomics, Clinical Re...",http://www.indeed.com/cmp/Memorial-Sloan-Kettering/jobs/Bioinformatic-Data-Scientist-303c63a90f27ec14?r=1&fccid=1320c50b75f44505,3.6,4.2,361,-,4.2,"$55,000+",4.0,55000
Merck,3.8,"Kenilworth, NJ","
Demonstrated ability and expertise in analytical method execution, optimization, characterization and data analysis, with technical experience in some of the...",2 days ago,3.4,Scientist; Process Analytics Development Job,http://www.indeed.com/rc/clk?jk=7ff1247260023a81&fccid=c38b7d5e0419a6a7,3.6,4.1,"1,222",-,4.0,"$55,000+",3.9,55000
Weill Cornell Medical College,3.8,"New York, NY","
Masters prepared data analyst with proficiency in multivariate analysis, including longitudinal data analysis. Assists with data management as necessary....",30+ days ago,3.7,Research Data Analyst,http://www.indeed.com/rc/clk?jk=428ddbeef9c1fb7e&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$55,000+",3.9,55000
eTemp,3.0,"New York, NY","
High growth company focused on using data science to transform the way individuals are hired, is looking for an inventive, collaborative, methodologically...",30+ days ago,2.0,Mid - Senior Level Data Scientist,http://www.indeed.com/cmp/Krew-Enterprises/jobs/Mid-8432672d375a6d51?r=1&fccid=74bdd56451a18362,3.0,4.0,-,-,2.0,"$55,000+",5.0,55000
Mount Sinai Health System,3.7,"New York, NY 10029 (Yorkville area)","
Data collection, fiscal oversight, audit management,. The Research Project Manager develops study protocols, designs management and statistical plans, analyzes...",1 day ago,3.6,Research Project Manager,http://www.indeed.com/cmp/Mount-Sinai-Health-System/jobs/Research-Project-Manager-11075f7ff68cc236?r=1&fccid=c007936ceb766fe5,3.5,3.9,598,-,3.7,"$55,000+",3.8,55000
NYU Langone Medical Center,3.9,"New York, NY","
Initiate data queries and oversee data query resolution from initiation through completion. Experience with programming languages including the creation of data...",1 day ago,3.6,EDC/eCRF Developer,http://www.indeed.com/rc/clk?jk=eaf925f2411abc1e&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$55,000+",3.9,55000
Xaxis,3.8,"New York, NY","
Xaxis combines proprietary technology, unique data assets and exclusive media relationships with the brightest team of audience analysts, data scientists and...",22 days ago,3.7,Analyst,http://www.indeed.com/rc/clk?jk=cf7b8190164d7f6b&fccid=3d73f189e746988f,3.8,3.7,6,-,3.5,"$55,000+",3.5,55000
POLICE DEPARTMENT,3.6,"New York, NY","
Extensive knowledge of applied statistics, analytics, machine learning, data science or big data tools....",1 hour ago,3.8,"CITY RESEARCH SCIENTIST, LEVEL II",http://www.indeed.com/rc/clk?jk=290eca25bcf8b0ce&fccid=c36431f1d989663b,3.6,4.0,33,"$68,239 - $85,644 a year",3.9,"$55,000+",3.4,55000
Moody's Corporation,3.9,"New York, NY","
Home Search openings Search results Job...",20 days ago,3.6,Assistant Director - Data Scientist,http://www.indeed.com/rc/clk?jk=2642e588777b084d&fccid=28eefc5b86560831,3.3,3.9,23,-,3.5,"$55,000+",3.8,55000
Mindshare,4.1,"New York, NY 10018 (Clinton area)","
Media Tools and Donovan Data Systems is a plus but not required. Media Planners at Mindshare are part psychologists, part scientists, part artists, part...",15 days ago,3.5,Senior Associate,http://www.indeed.com/rc/clk?jk=51cfb019358299ce&fccid=7c09b9795120f0d4,3.5,3.9,55,-,3.5,"$55,000+",3.7,55000
OnDeck,4.0,"New York, NY","
You have exceptional communication skills across stakeholders, technologists, data scientists, senior management, and third party partners....",13 days ago,4.0,Senior Product Manager - Partnerships,http://www.indeed.com/rc/clk?jk=8cb6e0e88a604b18&fccid=48638adc95945cc6,3.5,4.3,3,-,3.0,"$55,000+",3.5,55000
Research Foundation of The City University of New...,-,"New York, NY","
Experience with data analysis and statistical software, such as R, IDL, Matlab, etc. Experience in analysis of climate data and GCM/RCM output for developing...",28 days ago,-,climate scientist,http://www.indeed.com/rc/clk?jk=1af62c75c1191395&fccid=b0ebca3c6a3d412f,-,4.1,8,"$61,000 - $62,000 a year",-,"$55,000+",-,55000
Columbia University,3.9,"New York, NY","
Research coordinators, data manager) that can be shared by the programs as needed. The appropriate candidate must be extremely well organized, versed in data...",30+ days ago,3.6,Associate Research Scientist,http://www.indeed.com/rc/clk?jk=8b83589bc0ecc969&fccid=bd976cc171c690e0,3.7,4.2,323,-,4.0,"$55,000+",4.0,55000
NYU Langone Medical Center,3.9,"New York, NY 10016 (Gramercy area)","
Collaborating with data management and sites to resolve site queries. And Hassenfeld Children’s Hospital, a comprehensive pediatric hospital supporting a full...",30+ days ago,3.6,Project Manager,http://www.indeed.com/rc/clk?jk=71d29ac1bee8edcd&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$55,000+",3.9,55000
"Illumina, Inc.",3.2,"New York, NY","
We are looking for a Field Applications Scientist to serve as a primary technical field contact for Illumina customers, responsible for all new installations,...",30+ days ago,2.9,Field Applications Scientist 1,http://www.indeed.com/rc/clk?jk=57f977ecd7621929&fccid=8524239b088a6649,2.8,3.4,51,-,3.4,"$55,000+",3.3,55000
Precision For Value,2.5,"New York, NY","
At Precision, you will collaborate with teams that include former payers, data scientists, health economists, marketing strategists, and promotional...",12 days ago,3.5,Senior Account Executive - NYC,http://www.indeed.com/rc/clk?jk=c2d1b1bdd676e028&fccid=7bb6931b3a51e34f,3.0,3.3,3,-,4.0,"$55,000+",2.0,55000
Columbia University,3.9,"New York, NY","
Work with ICAP country teams and ICAP's Strategic Information Unit to design methods for collection of relevant data as well as interpretation of data and...",30+ days ago,3.6,Associate Research Scientist - ICAP,http://www.indeed.com/rc/clk?jk=2756729214c2a79c&fccid=bd976cc171c690e0,3.7,4.2,323,-,4.0,"$55,000+",4.0,55000
Sudler& Hennessey,-,"New York, NY","
Must be able to comprehend both the science and the scientific data necessary in writing promotional copy for pharmaceutical clients....",12 days ago,-,Senior Copywriter,http://www.indeed.com/rc/clk?jk=dd4f31518f9c9a92&fccid=b8ac241e67928024,-,3.2,-,-,-,"$55,000+",-,55000
FIS,3.1,"New York, NY 10034 (Inwood area)","
Senior Data Scientist. Capco is looking for Senior Data Scientists. And rewarding role as a Senior Data Scientist....",30+ days ago,3.0,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=28885afcfe904816&fccid=728c395148e5a2db,3.0,3.3,501,-,3.3,"$55,000+",3.1,55000
NYU Langone Medical Center,3.9,"New York, NY","
Familiar with electronic data captures systems such as REDCap. Coordinates technical trainings relative to program (e.g., data collection software)....",6 days ago,3.6,Research Project Manager,http://www.indeed.com/rc/clk?jk=f81018bb9f210d00&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$55,000+",3.9,55000
Teachers College Columbia University,5.0,"New York, NY","
Postdoctoral research scientists draw on their prior professional. Questions within a given domain, and of the technical tools for the analysis of data related...",18 days ago,5.0,Senior Research Associate,http://www.indeed.com/rc/clk?jk=94d3838a3a17fad2&fccid=1f89e197dbbc9a03,5.0,5.0,-,-,5.0,"$55,000+",5.0,55000
Springer Nature,3.5,"New York, NY","
Previous experience of reconciliation using large volumes of data. Every day, around the globe, our imprints, books, journals and resources reach millions of...",15 days ago,3.4,Financial Accountant - Royalties,http://www.indeed.com/rc/clk?jk=153498061cd728e5&fccid=bcbe3f5328b59f6d,3.1,4.2,17,-,3.5,"$55,000+",4.3,55000
ADMIN FOR CHILDREN'S SVCS,2.8,"New York, NY","
Write SQL to query data from Oracle databases. Coordinate and perform data matches with datasets from external agencies....",30+ days ago,3.3,Predictive Risk Analyst,http://www.indeed.com/rc/clk?jk=fd56f7248b52c343&fccid=e0e7eeb370aef8de,2.8,3.5,6,-,3.5,"$55,000+",3.5,55000
Pharma RI International,-,"Park Ridge, NJ","
Review tumor assessment sections of Patient Profiles from site CRF data and provide feedback to Data Management for site queries....",30+ days ago,-,Clinical Imaging Specialist/Scientist (Contract),http://www.indeed.com/cmp/Pharma-RI-International/jobs/Clinical-Imaging-Specialist-Scientist-18029e243db60a74?r=1&fccid=f759c6dab2522582,-,4.0,-,-,-,"$55,000+",-,55000
The City University of New York (CUNY),4.0,"New York, NY","
Ability to collaborate with basic and clinical scientists. Supervises, advises, and trains internal and external users with varying degrees of experience in...",19 days ago,3.0,MRI Facility Manager,http://www.indeed.com/rc/clk?jk=9a016e6cff526f61&fccid=41c7900e396fc9c1,4.0,4.0,-,-,4.0,"$55,000+",3.0,55000
New York City Department of Education .,3.7,"New York, NY","
Oversee data strategy and analytics to formulate policies and processes for citywide programming. (Those who previously applied need not re-apply)....",5 days ago,3.8,"Program Manager, Citywide Programs",http://www.indeed.com/rc/clk?jk=87120c6790eccc04&fccid=9511c7ae1692f54e,3.6,4.0,736,"$71,764 a year",4.0,"$55,000+",3.9,55000
Columbia University,3.9,"New York, NY","
The Department of Applied Physics and Applied Mathematics at Columbia University in New York seeks applicants for a Postdoctoral Research Scientist appointment...",30+ days ago,3.6,Postdoctoral Research Scientist,http://www.indeed.com/rc/clk?jk=100b97ebfc97b94f&fccid=bd976cc171c690e0,3.7,4.2,323,-,4.0,"$55,000+",4.0,55000
Columbia University,3.9,"New York, NY","
Work with involve integration of genomic data with expression, metabolomics, and regulatory motif data. Work will involve leading analyses related to human...",30+ days ago,3.6,Associate Research Scientist/Research Scientist/Senior Resea...,http://www.indeed.com/rc/clk?jk=4a30e71dc3c2ada5&fccid=bd976cc171c690e0,3.7,4.2,323,-,4.0,"$55,000+",4.0,55000
DEPT OF HEALTH/MENTAL HYGIENE,3.8,"New York, NY","
Must be well versed in data analysis and information technology. -Work with IT personnel for data system modifications that may be needed as HCBS....",30+ days ago,4.2,Data Manager – Children’s Single Point of Access,http://www.indeed.com/rc/clk?jk=8f8d5412de88ae31&fccid=dc0fdb58dd346fd6,3.8,4.0,5,-,4.2,"$55,000+",4.0,55000
Analytic Recruiting,5.0,"New York, NY 10017 (Midtown area)","
Treasury, Funding, Repo, Sec Lending, Business Intelligence, Data Manipulation, Data Visualization, Data Scientist, Data Engineer....",5 days ago,5.0,Data Analyst Sec Lending Trader- Hedge Fund,http://www.indeed.com/rc/clk?jk=29311db8fda27d01&fccid=3b4e0f2c2deb87d6,5.0,4.0,2,-,5.0,"$55,000+",5.0,55000
The NPD Group,3.1,"Port Washington, NY 11050","
If you are a coder, data scientist or quant that has a passion for all things finance this position is for you....",8 hours ago,2.6,Financial Analyst - FP&A,http://www.indeed.com/rc/clk?jk=7fa259747d473a69&fccid=e2d351f67eb360af,2.7,3.0,20,-,2.9,"$55,000+",3.4,55000
NYU Langone Medical Center,3.9,"New York, NY","
Respond in a professional manner to all inquiries sent to Data Management and follow up on all issues that require solutions within deadline....",19 days ago,3.6,Financial Analyst (Research Data Management),http://www.indeed.com/rc/clk?jk=a365a2c2e4a4f796&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$55,000+",3.9,55000
"Mirador Real Estate, LLC",-,"New York, NY","
Research, analyze, and interpret data on demographic, market, sector, neighborhoods, buildings, and property (units, line, floor, amenities, finishes, policies,...",30+ days ago,-,Real Estate Research Analyst (Internship or Part-time),"http://www.indeed.com/cmp/Mirador-Real-Estate,-LLC/jobs/Real-Estate-Research-Analyst-0c952aa65db5d39a?r=1&fccid=ab7dadcba2896996",-,4.1,-,-,-,"$55,000+",-,55000
Gallup,3.9,"New York, NY","
Use Gallup’s unique proprietary data and other sources to formulate actionable insights for clients. Use quantitative skills to analyze data and influence the...",30+ days ago,3.3,Economist,http://www.indeed.com/rc/clk?jk=606bb2b4e926ef84&fccid=e198e2c44e180800,3.8,3.9,60,-,3.7,"$55,000+",4.0,55000
Mount Sinai Health System,3.7,"New York, NY 10019 (Midtown area)","
Reviews and presents data for publication or presentation. Assists the Principal Investigator with publications by extracting and compiling data;...",15 days ago,3.6,SENIOR ASSOCIATE RESEARCHER - FULL TIME - DAYS - MSH,http://www.indeed.com/rc/clk?jk=de9a13b3067c8e9f&fccid=c007936ceb766fe5,3.5,3.9,598,-,3.7,"$55,000+",3.8,55000
Natural Resources Defense Council,4.1,"New York, NY 10011 (Chelsea area)","
Develop relationships with subject matter and community experts to aid with prioritization of environmental health threats, data analysis and/or data collection...",2 days ago,3.3,Environmental Justice and Health Science Fellow,http://www.indeed.com/rc/clk?jk=f325dd7c6893a4e6&fccid=b3c8824c5b196d40,3.9,4.3,8,-,3.9,"$55,000+",4.8,55000
Custoria,-,"New York, NY","
Experience in/passion for data visualization and software design. And situated both in front and behind you will be a collection of Customer Success Specialists...",30+ days ago,-,Communication Designer,http://www.indeed.com/rc/clk?jk=4835b8b8a2e2bf92&fccid=88e63964e5344963,-,4.1,-,-,-,"$55,000+",-,55000
Cavalier IT Inc,-,"Jersey City, NJ","
In-depth knowledge of health economics data analysis and methodology is preferred. Founded over a decade ago;...",9 days ago,-,Clinical Project Scientist,http://www.indeed.com/cmp/Cavalier-IT-Inc/jobs/Clinical-Project-Scientist-e170028a0c749fa1?r=1&fccid=c8c2255e9fcace91,-,4.0,-,-,-,"$55,000+",-,55000
ADP,3.7,"Roseland, NJ 07068","
Performs data mining and data analysis to help identify health compliance data integrity root causes. Develops data visualizations and data reports to show...",27 days ago,3.5,Data Integration Specialist,http://www.indeed.com/rc/clk?jk=7600fc9d7353bf45&fccid=e996c2d6855fe778,3.5,3.9,"1,649",-,3.8,"$55,000+",3.8,55000
Icahn School of Medicine at Mount Sinai,3.7,"New York, NY","
Data curation for a novel web-based genetics database. BS degree or equivalent experience in Computer Science, Information Technology or Data Science....",30+ days ago,3.7,Associate Bioinformatician,http://www.indeed.com/cmp/Icahn-School-of-Medicine-at-Mount-Sinai/jobs/Associate-Bioinformatician-4b30ad3b300d5b25?r=1&fccid=c49506f8e162994d,3.4,3.8,23,-,3.5,"$55,000+",3.6,55000
The Rockefeller University,4.5,"New York, NY","
And conduct surveys, data gathering, and statistical analysis to respond to University Administration. In addition to providing required scientific inputs to...",30+ days ago,4.3,Science Informationist,http://www.indeed.com/rc/clk?jk=55a4292ba4eb0c8d&fccid=5fb2a873ec1cdcd1,4.3,4.5,37,-,4.2,"$55,000+",4.4,55000
Weill Cornell Medical College,3.8,"New York, NY","
Working knowledge of data management software such as Microsoft Excel and Access. Analyzes research data using basic and advanced statistical methodologies,...",30+ days ago,3.7,Asst Research Biostatistican,http://www.indeed.com/rc/clk?jk=a93aef4bd7ff9798&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$55,000+",3.9,55000
UncommonGoods,4.8,"New York, NY 10014 (West Village area)","
Working with our data scientists to create new customer models and validate their performance. This is also an area of intense innovation for us, as we’ve been...",16 days ago,4.8,Direct Marketing Manager,http://www.indeed.com/rc/clk?jk=6a4578102c85c6be&fccid=5b0f69175b6d1208,4.5,5.0,5,-,4.0,"$55,000+",4.5,55000
Memorial Sloan Kettering Cancer Center (MSKCC),4.0,"New York, NY 10065 (Upper East Side area)","
NGS data analysis:. Analysis of NGS data – targeted/exome/whole genome sequencing, or DNA methylation (bisulfite sequencing data, or relevant)....",30+ days ago,3.8,Computational postdoc for circulating tumor DNA/RNA profilin...,http://www.indeed.com/cmp/Memorial-Sloan-Kettering/jobs/Computational-Postdoc-Circulating-Tumor-Dna-Rna-Profiling-At-Mskcc-399b330f96f62d02?r=1&fccid=1320c50b75f44505,3.6,4.2,361,-,4.2,"$55,000+",4.0,55000
Springer Nature,3.5,"New York, NY","
Bachelor’s degree with 5+ years’ experience working with HR systems and data. Serve as a master user for our HRIS and time and attendance systems, ensuring data...",30+ days ago,3.4,HRIS Manager,http://www.indeed.com/rc/clk?jk=f3c96c9fe067c7a9&fccid=bcbe3f5328b59f6d,3.1,4.2,17,-,3.5,"$55,000+",4.3,55000
1010data,-,"New York, NY","
1010data is a highly differentiated product that is becoming the industry standard for Big Data Discovery and Data Sharing....",30+ days ago,-,"Director, Data Insight Sales",http://www.indeed.com/rc/clk?jk=6860cb7e39467285&fccid=d13636a017afad9c,-,3.8,-,-,-,"$55,000+",-,55000
Weill Cornell Medical College,3.8,"New York, NY","
Ability to visualize data in reporting for senior leadership audiences. The doctors and scientists of Weill Cornell Medicine—faculty from Weill Cornell Medical...",30+ days ago,3.7,Marketing Specialist,http://www.indeed.com/rc/clk?jk=8928f2e610f6ba97&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$55,000+",3.9,55000
Prudential,3.9,"Newark, NJ","
Prudential Financial is looking for a high-energy Data Scientist to join our new Data Analytics enterprise service group, with an initial focus on serving the...",30+ days ago,3.4,"Specialist, Data Analytics",http://www.indeed.com/rc/clk?jk=efcf2debb84c2d0a&fccid=4144c0c6235e4037,3.6,4.0,961,-,3.9,"$55,000+",4.0,55000
New York Genome Center,3.5,"New York, NY 10013 (Tribeca area)","
2+ years working in a molecular biology lab as a technician or application scientist; We are looking for a highly motivated, independent but team-oriented...",30+ days ago,1.5,Application Scientist,http://www.indeed.com/rc/clk?jk=a64d90f806eb6b65&fccid=971a3b2d67fd9d8d,1.5,3.5,2,-,5.0,"$55,000+",2.5,55000
Fresenius Medical Care,3.3,"New York, NY","
Collaborates with domain scientist such as physiologists, mathematicians and engineers to identify computational problems and map them to parallel computing...",30+ days ago,3.2,RRI-Computational Scientist,http://www.indeed.com/rc/clk?jk=436d46f441cbd610&fccid=8de1633f2f8eae1d,3.0,3.6,"1,724",-,3.5,"$55,000+",3.3,55000
IBM,3.8,"New York, NY","
Data and Analytics. From the get-go, you will have the opportunity to impact IBM’s digital marketing strategy at a global level and work with some of the...",30+ days ago,3.6,Digital Performance Marketing Professional - Events Experien...,http://www.indeed.com/rc/clk?jk=a5491b0fd9beed76&fccid=de71a49b535e21cb,3.5,4.0,"12,047",-,3.5,"$55,000+",3.8,55000
Icon plc,3.3,"New York, NY","
The candidate recruited for this role will be expected to contribute to all aspects of the department’s work and particularly to identifying and appraising data...",30+ days ago,3.0,Health Economist,http://www.indeed.com/rc/clk?jk=e2850969d76e9530&fccid=6c527578251bc5e1,2.9,3.5,110,-,3.5,"$55,000+",3.5,55000
Merck,3.8,"Kenilworth, NJ","
Scientist, NMR Spectroscopist-CHE004859. You will interact with world-class scientists in a professional work environment at our state-of-the-art research...",23 days ago,3.4,"Sr. Scientist, NMR Spectroscopist Job",http://www.indeed.com/rc/clk?jk=c21150cc7f992e77&fccid=c38b7d5e0419a6a7,3.6,4.1,"1,222",-,4.0,"$55,000+",3.9,55000
ADMIN FOR CHILDREN'S SVCS,2.8,"New York, NY","
Perform analytic tasks using individual/case level data and aggregate data. Lead the development of a data visualization approaches and GIS resources in support...",30+ days ago,3.3,Deputy Director for Child Welfare Management Reporting,http://www.indeed.com/rc/clk?jk=8dec84dccf42d642&fccid=e0e7eeb370aef8de,2.8,3.5,6,"$68,239 - $85,644 a year",3.5,"$55,000+",3.5,55000
NYU Langone Medical Center,3.9,"New York, NY","
Abstraction of data for publications, or data collection from outside physicians offices. Reporting and Analysis Researches, compiles and consolidates data and...",6 days ago,3.6,Research Coord,http://www.indeed.com/rc/clk?jk=fcfbf6d80994ee19&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$55,000+",3.9,55000
Weill Cornell Medical College,3.8,"New York, NY","
Trains and supervises Research Data Analysts, Data Managers and Project Managers. Conducts analyses of primary and secondary data (ie, data collected primarily...",30+ days ago,3.7,Senior Research Data Analyst,http://www.indeed.com/rc/clk?jk=94338d1d6f9b9f70&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$55,000+",3.9,55000
Sudler& Hennessey,-,"New York, NY","
Must be able to comprehend both the science and the scientific data necessary to write promotional copy for pharmaceutical clients....",13 days ago,-,Copywriter,http://www.indeed.com/rc/clk?jk=33e196935c5eb003&fccid=b8ac241e67928024,-,4.1,-,-,-,"$55,000+",-,55000
Prudential,3.9,"Newark, NJ","
Significant coursework and/or prior work experience in Statistics, with exposure to data structures and data visualization....",30+ days ago,3.4,"Senior Analyst, Data Analytics",http://www.indeed.com/rc/clk?jk=a5916354a94de8d1&fccid=4144c0c6235e4037,3.6,4.0,961,-,3.9,"$55,000+",4.0,55000
Navitas,3.3,"Berkeley Heights, NJ","
Contribute data for preparation of development, validation and technology transfer reports. Assist senior scientist to carry out methods development,...",5 days ago,2.6,"Scientist with HPLC, cGLP/GMP",http://www.indeed.com/cmp/Navitas/jobs/Scientist-Hplc-85fdb3bf24096444?r=1&fccid=f034a6bc9bff26d8,3.0,3.3,7,-,2.9,"$55,000+",3.3,55000
"Uncommongoods, LLC",-,"Brooklyn, NY 11220 (Sunset Park area)","
Working with our data scientists to create new customer models and validate their performance. This is also an area of intense innovation for us, as we’ve been...",15 days ago,-,Direct Marketing Manager,"http://www.indeed.com/cmp/UncommonGoods,-LLC/jobs/Direct-Marketing-Manager-d4f789f3d5afe263?r=1&fccid=ab1fe490b9af9952",-,4.0,-,-,-,"$55,000+",-,55000
Elsevier,3.6,"New York, NY 10018 (Clinton area)","
Data quality management/hygiene, identifying sources and opportunities for improved targeting, and other related tasks....",1 day ago,3.1,Marketing Database Analyst,http://www.indeed.com/rc/clk?jk=db45bc15690649ea&fccid=cc83b93538e07cb1,3.2,3.6,86,-,3.5,"$55,000+",3.8,55000
Ammon Analytical Laboratory,1.0,"Linden, NJ","
Injection scheduling, data processing, data review, advanced troubleshooting, advanced maintenance, instrument setup and validation....",4 days ago,1.0,Certifying Scientist,http://www.indeed.com/cmp/Ammon-Analytical-Laboratory/jobs/Certifying-Scientist-6b67675d71da8476?r=1&fccid=98ad5485437e9c17,1.0,3.0,2,-,2.0,"$55,000+",2.0,55000
Merck,3.8,"Rahway, NJ","
Strong skills in problem solving, critical thinking, laboratory experimentation and data analysis. As a postdoctoral fellow in Merck’s Specialty Dosage Forms...",6 days ago,3.4,Postdoctoral Research Fellow – Specialty Dosage Forms Job,http://www.indeed.com/rc/clk?jk=f45592eeb9cfb14b&fccid=c38b7d5e0419a6a7,3.6,4.1,"1,222",-,4.0,"$55,000+",3.9,55000
Datameer,3.0,"New York, NY 10003 (Greenwich Village area)","
We believe you shouldn’t need a data scientist or multiple, technical tools to model, integrate, cleanse, prepare, analyze and visualize your data....",30+ days ago,4.0,eLearning Content Designer,http://www.indeed.com/rc/clk?jk=c6d936c886d545c8&fccid=676553881aedff29,3.5,4.0,-,-,4.0,"$55,000+",3.5,55000
NYU Langone Medical Center,3.9,"New York, NY 10016 (Gramercy area)","
Generate accurate reports by tabulating sleep/wake and clinical event data. Follow lights on procedures to verify integrity of collected data and complete the...",30+ days ago,3.6,FGP Sleep Technologist 1- Temporary,http://www.indeed.com/rc/clk?jk=b09a24d459f9380e&fccid=a259fc86b1470609,3.5,4.1,176,-,4.0,"$55,000+",3.9,55000
Weill Cornell Medical College,3.8,"New York, NY","
Writing formulas and manipulating data in Excel. Maintains historical financial data for Division of General Internal Medicine....",14 days ago,3.7,Finance Manager,http://www.indeed.com/rc/clk?jk=cf82b3f4c9a7150b&fccid=7b846a98e5da569b,3.4,4.1,135,-,4.1,"$55,000+",3.9,55000
