,tconst,reviews
31,tt0816692,"I have been a cinema lover for years, read a lot of reviews on IMDb and everywhere, and never found the right movie to write my first review. I always thought I would wait for THE movie.

And this is IT!

When I first heard that Nolan was preparing a sci-fi movie, I felt like a kid again, waiting for his Christmas gift under the tree. I knew it would become a classic. And I'm sure it will.

First of all, it is incredibly beautiful to watch. Honestly, it was so beautiful that I felt like I was sucked into the movie. The way Nolan decided to show some scenes really remind me of 2001 A Space Odyssey (actually many things will probably remind you of this movie). We can feel the talent of Christopher Nolan, just by looking at the way it is filmed. The techniques he used contribute to create that visual environment in a believable way.

The sound environment is just mesmerizing. It is a very important part of the movie, because some scenes take place in space, and Noland just found the right way to use sound. The soundtrack (made by the great Hans Zimmer) is breathtaking, epic, amazing, unreal. I could find a lot more adjectives to qualify it, but you have to hear it to understand how epic they are. 

These two important parts (image and sound) create a stunning atmosphere. You will forget you are in a movie theater, and you will be lost in space, sucked into the adventures of this new Space Odyssey, begging for more. It is a truly unique experience. I can say that I have never felt something like that in a movie theater (at least not for the past ten years).

Then, of course, the cast. First of all, Matthew McConaughey. I discovered this actor in Tropic Thunder, but he didn't really convince me, though he was quite funny. Then I saw Dallas Buyers Club. Since that movie, I love him. In this movie... Well, he is the movie. I exaggerate a bit, since there are other great actors (some even unexpected with a special guest) who play extremely well. But he is just what was needed to feel the human part of the story (which is very important in Interstellar). He is capable of making us feel so many different emotions all along the story, as a father, as a human. Anne Hathaway was very convincing, all together the actors managed to create some harmony, which makes the human interactions credible. Caine, Chastaing and Affleck are a perfect choice. And then there is... The special guest, I will call him ""X"". His role, which could be seen as a minor role, is actually much more important than that. He proves, once again, that he is a great actor. Watch and see.

And finally, the scenario/story. I won't spoil anything here; I'll just try to convince you how great it is. Nolan is known to revolutionize everything when he tries a new genre in cinema. Well, once again he did it. With The Dark Knight he revolutionized the superhero genre. With Interstellar he's revolutionizing the sci-fi genre in cinema. From what I heard, he worked with a physicist (in gravitational physics and astrophysics) to help him with that movie. And we can feel and see it. During the fifties, Asimov laid the foundations of modern science fiction. Lucas and Kubrick did the same in cinema. Today, Nolan is laying the new foundations of the genre in cinema, proving that cinema is still at the beginning of what can be done (brace yourselves my friends, we have not seen anything yet). 

Why? Well, simply because we only know a few things about space, some things can't be proved for the moment, so we can use theory, and make the best of it. That is exactly what Nolan did. He used theories that exist today, and made a movie about mankind, about pioneers, about humanity, about us.

Because, in spite of all the sci-fi aspect, it is a story about humanity. McConaughey, Hathaway, and mainly ""X"", will managed to convince you about that.

My rating for this movie can only be a 10, because in itself, it is a beginning for a new kind of cinema. It IS a classic. Those who say ""we can't compare this movie to 2001 Space Odyssey, nor can we compare Nolan to Kubrick"" are wrong. We can, and we should. Talented people don't live only in the past, some genius live today, among us. And Nolan is one of them. Many say that he is overrated. I truly don't think so. Only time will answer that.

This is the sci-fi movie of the decade, and probably the best movie Nolan ever made. Just go for it, without a second thought."
32,tt0034583,"Spoilers ahead, but then again, who isn't familiar with Casablanca, even if one hasn't seen it?

I've been watching 'Casablanca' over and over again since I bought the Special Edition DVD, and is there any film out there one can watch again and again without ever being tired of it? And does any film appeal to a broader audience? Just everything about it seems to be as close to perfection as it only can be.

But what exactly is so special about it? Is it its great genre mix, never equaled by another film? When we think of 'Casablanca' first, we remember it as a romantic film (well, most of us do). But then again, its also a drama involving terror, murder and flight. One can call it a character study, centering on Rick. And there are quite a few moments of comedic delight, just think of the pickpocket (""This place is full of vultures, vultures everywhere!"") or the elderly couple on the last evening before their emigration to the US (""What watch?"").

But 'Casablanca' is not only great as a whole, it still stands on top if we break it apart and look at single lines of dialog, scenes or performances alone. Is there any other film which has more quotable dialog than 'Casablanca'? 'Pulp Fiction' is on my mind here, and 'All About Eve' and 'Sunset Blvd.' come close, too, but still I think 'Casablanca' tops everything else. And not only is the dialog great, it's unforgettably delivered, especially by Humphrey Bogart (""I was misinformed."") and Claude Rains (""I am shocked, shocked to find that gambling is going on here""). Many of scenes have become a part of film history; the duel of 'Die Wacht am Rhein' and 'La Marseillaise' is probably one of the greatest scenes ever shot (the only I can think of that would rival it for the #1 spot is Hynkel and the globe from Chaplin's 'The Great Dictator'), and the last scene is probably even familiar to the few people who've never seen 'Casablanca'. Am I the only one who is absolutely convinced that the film wouldn't have become what it is today if Rick and Ilsa would have ended up as the lucky couple?

About the performances: So much has been said about the uniqueness of Humphrey Bogart's and Ingrid Bergman's chemistry as Rick and Ilsa, about Claude Rains' terrific turn as Renault, about the scene-stealing performances by Peter Lorre (one of the 10 all-time greatest actors) as Ugarte and Sydney Greenstreet as Ferrari and about Dooley Wilson stopping the show as Sam. I'd love to emphasize here two other performances, one that is not mentioned quite as often and one which is blatantly overlooked: Conrad Veidt as Major Strasser had a really difficult task here, as his character is the only evil one, but still Strasser is not a one-dimensional character, and it took more than 50 years until another actor gave an equally (maybe even more) impressive performance as a Nazi, Ralph Fiennes in 'Schindler's List'. But why no one ever mentions S. K. Sakall, who plays Carl, the jolly waiter at Rick's Café Américain, is beyond me. He has definitely more screen time than Lorre, Greenstreet and Wilson, and probably about as much as Veidt, and he's a joy whenever he's on the screen. I simply love his reaction when the pickpocket (""Vultures everywhere!"") accidentally bumps into him, or the reaction to the ""What watch""-dialog. Or how he says he gave Strasser the best table, ""being a German, he would have taken it anyway"". His performance is simply criminally overlooked.

So is there a weakest link in 'Casablanca'? Every film, no matter how close to perfection, has a minor flaw or two, so one can find them in 'Casablanca', too, if one really tries hard. So yes, one might ask how much sense the entire mumbo jumbo about the letters of transit makes. One might point out that Paul Henreid, although his performance is certainly good, doesn't come close to the greatness of any of his co-stars. However, the film is so close to perfection that I'm almost ashamed that I'm so desperately trying to find less-than-perfect elements.

So whatever films will come, how many sequels will overflow the screen, and how much junk we will have to sit through, one thing is certain if we're desperate to see a great film: We'll always have Casablanca!"
33,tt0054215,"
Yes, everything you've heard is true. The score is a part of pop culture. The domestic conflict is well-known. But nothing shocks like the experience itself.

If you have not seen this movie, do yourself a favor. Stop reading thse comments, get up, take a shower, then GO GET THIS MOVIE. Buy it, don't rent. You will not regret it.

""Psycho"" is easily the best horror-thriller of all time. Nothing even comes close...maybe ""Les Diaboliques"" (1955) but not really.

""Psycho"" has one of the best scripts you'll ever find in a movie. The movie's only shortcoming is that one of the characters seems to have little motivation in the first act of the movie but as the story progresses, you realize that Hitchcock (GENIUS! GENIUS! GENIUS!) in a stroke of genius has done this on purpose, because there is another character whose motivations are even more important. Vitally important. So important that you totally forget about anything else. I was lucky enough to have spent my life wisely avoiding any conversation regarding the plot of this movie until I was able to see it in full. Thank God I did! The movie has arguably the best mid-plot point and climactic twist in thriller history, and certainly the best-directed ending. The last few shots are chilling and leave a lingering horror in the viewer's mind.

Just as good as the writing is Hitchcock's direction, which is so outstanding that it defies explanation. Suffice it to say that this movie is probably the best directorial effort by film history's best director. I was fortunate enough to see this movie at a big oldtime movie house during a Hitchcock revival. Janet Leigh, still radiant, spoke before the film and explained how Hitchcock's genius was in his ability to 1) frighten without gore and 2) leave his indelible mark on the movie without overshadowing his actors (like the great Jean Renoir could never do). ""Psycho"" is clearly its own phenomenon, despite all the big-name talent involved.

Hitchcock does not disappoint by leaving out his trademark dark humor. His brilliance is in making a climax that is at once both scary and hilarious. When I saw it in the theatre the audience was both gasping in disbelief while falling-on-the-floor laughing.

One more thing...

Tony Perkins. Janet Leigh got much-deserved accolades for this film, but it is Perkins who gives what remains the single best performance by an actor in a horror movie. He is so understated that his brillance passes you by. He becomes the character. The sheer brillance of the role is evidenced by the ineptitude of the actors in Gus Van Sant's 1998 (dear God make it stop!) shot-for-shot ""remake."" Though the movies are nearly identical, Hitchcock's is superior mostly because of the acting and the atmosphere (some of the creepiness is lost with color). This is made obvious by the initial conversation between Leigh's character and Perkins, a pivotal scene. The brilliance of Perkins in the original shines even brighter when compared with the ruination in the remake even though the words and the shots were exactly the same. The crucial chemistry in this scene lacking in the remake gives everything away and mars our understanding of upcoming events. The fact that Perkins could never escape this role - his star stopped rising star as it had done in the 50s - proves that he played the part perhaps too well.

I keep using the word brilliant, but I cannot hide my enthusiasm for this movie. It is wholly unlike the overblown, overbudget, overlong fluff spewing all-too-often out of Hollywood today. ""Psycho"" is simple, well-crafted and just the right length.

Eleven-and-a-half out of ten stars."
34,tt0021749,"If there is one Charlie Chaplin film to recommend, as others have pointed to in the past, City Lights is the one. Though Chaplin played his Tramp character superbly in other movies, like Modern Times and The Gold Rush, City Lights displays the Tramp at his funniest, his bravest, his most romantic, and his most sympathetic. It's tough for filmmakers in recent days to bring the audience so close emotionally with the characters, but it's pulled off. 

The film centers on three characters- the Tramp, the quintessential, funny homeless man who blends into the crowd, but gets caught in predicaments. He helps a drunken businessman (Myers, a fine performance in his own right) from suicide, and becomes his on and off again friend (that is, when it suits him and doesn't notice his 'friend's' state). The other person in the Tramp's life is the Blind Flower Girl (Virginia Cherrill, one of the most absorbing, beautiful, and key female performances in silent film), who are quite fond of each other despite the lack of total perception. The emotional centerpiece comes in obtaining rent and eye surgery money, which leads to a (how else can I put it) magical boxing match where it's basically a 180 from the brutality and viscerality of a match in say Raging Bull. 

Though there is no dialog, the film achieves a timelessness- it's essentially a tale of two loners who find each other, lose each other, and find each other again (the last scene, widely discussed by critics for decades, is moving if not tear-inducing). And it's never, ever boring- once you get along with the Tramp, you find the little things about him, the reaction shots, the little things he does after the usual big gag (look to the ballroom scene for examples of this, or when he gets a bottle of wine poured down his pants without the other guy noticing). Truth be told, if this film makes you indifferent, never watch Chaplin again. But if you give yourself to the film, you may find it's one of the most charming from the era, or perhaps any era."
35,tt0082971,"It is a hot sunny day in South America. We see a bunch of men, shot mostly from the back. They are walking deep into the forest. We see a tall dark figure. He is wearing an old leather jacket, he has the 5 o'clock shadow looking like it's closer to midnight, he wears a fedora and he carries a bull-whip ( yes a bull-whip ). Finally, two of the men enter a cave and we hear about some guy named Forstall, who was good, very, very good, but he never came out of the place alive. But they enter anyway. They are confronted with tarantulas, spears that are triggered by blocking out the light, a pit that they must swing over and then more tiny poisonous darts that come out of the wall. All this to protect an ancient gold statue. They recover it. One guy dies and the other barely makes it out of the room before it all falls on him. Then he has to get out of the cave and a giant boulder chases him. Finally he makes it out of the cave only to be surrounded by Hovitos and his arch enemy named Belloq. He takes the gold statue that this guy worked so hard for and then the guy runs and makes it to the plane where he is in the passenger seat and there is big snake in the plane. He hates snakes. This mans name? Indiana Jones!

Whhhoooooo!! I'm left breathless just describing that opening. But is there a better beginning of a movie ever? Absolutely not. Does the beginning have anything to do with the rest of the film. No. It is all decoration for what the movie is going to put you through in the 90 minutes to come.

Indiana Jones is the best character to ever hit the screens. And he better be. He is created by George, Steven and played by Harrison Ford. That may seem normal now that we have lived with him for 20 years, but can you imagine what that must have been like back in 1981. That would be like Tom Hanks or Will Smith joining forces with James Cameron and Steven Spielberg for a completely original idea in today's terms.

Raiders took a simple idea and maybe an idea that the guys had from watching Saturday afternoon movies and made it larger than life. This film never stops for you to take your breath. It is filled with rich characters from Indy himself to Marion to Belloq and even to Marcus Brody. Each has their own personality that shines through in certain scenes. Some of my faves were when we first meet Marion having a shot contest in her bar in Nepal. Then there is her scene with Belloq and they get drunk together and she tries to leave using only a butter knife. And of course who can forget Indy's battle with the swordsman and his unrivaled determination to get the ark. "" Indy, there is not time. If you still want the truck it is being loaded on a truck for Cairo. "" ( a battered and bloody Indy ) "" Truck? What truck?"" ( and then later ) ""Get some transport back to England, boat, plane, anything. Meet me at Omar's. I'm going after that truck. ""

Sola ) "" How? "" ( Indy ) I don't know I'm making this up as I go.""

Raiders has more energy than three action films. And that is what makes it the classic that it is. If you like movies, then Raiders is a movie that will not let you down. It is pure entertainment and that is indisputable. It finds the youngster in all of us and bombards us with this silly, whip-cracking, average, incredibly determined archaeologist and only asks us to have fun. And that we do. And to me, the only reason that Chariots of Fire won best picture that year is because it is a serious film. Raiders was heads and shoulders above Chariots and it should have cleaned up at the Oscars in 81. But more politics with the academy.

Raiders of the Lost Ark is the epitome of entertainment. What more can be said about it. If you haven't seen this movie in a while or if you haven't seen it at all ( gasp ) then do yourself a favour and rent it tonight. It is awesome.

TRUST ME"
36,tt0120689,"
The Green Mile is a masterwork. This is film as art, at it's very best. The depth of the cast is extraordinary, with all of the players delivering excellent performances. There is a clear sense here that all involved in the production knew that this was something special, and gave it their all. See this film if you truly enjoy actors giving everything to their craft. Watch for the countless subtleties of expression, and the great power that the cast creates with silence. This is evident in the opening sequence and remains throughout. Above all, Michael Duncan as John Coffey is exceptional. He brings gripping emotion to a unique, fascinating character.

The Green Mile should bring you joy, laughter, and if you are like most in the theater this night, tears.

BRAVO!

"
37,tt1675434,"Do not look at this through the prism of ""Foreign Films"". You'd be wasting your time and miss something far too important.

Hollywood does scale like nobody else, leaving the competition gasping in its wake. France does intimacy, and brutality. Nothing is sacred. And rather than try to revive the New Wave or emulate Hollywood like most widely seen French films of late, ""Intouchables"" harnesses its core strengths - ease with intimacy, willingness to ridicule anything and brutal honesty - and delivers one of the funniest, most honest and touching films I have ever seen.

Sy is a failed robber, going through the motions and playing the stereotypical jobless émigré. Cluzet is a romantic and melancholy mind trapped in a useless body. The circumstances that bring them together are too funny to spoil here, but meet they do, and an awkward relationship quickly blossoms as they bring out the best in each other.

The film's simplicity is delightfully misleading: the script is a masterpiece of comedy writing, and however good the rest of the cast is, the central duo is magical. Sy's comic timing will have you in stitches, but it is his honesty and vulnerability that make you fall in love with the character. Cluzet isn't your typical sad-sack, instead, much of the finest pleasures in the film consist in watching him use his keen mind to mess with the world around him (a subplot about an abstract painting really takes the biscuit, you'll know it when you see it).

This is one of the most unique, beautiful and honest friendships ever committed to film. It will make you laugh, it will make you cry... a delightful celebration of everything in life that makes it worthwhile."
38,tt0027977,"Part satire, part slapstick comedy, part melodrama; the great pioneer of film, Charles Chaplin, has created his own monument with this film. At the same time, 'Modern Times' was Chaplin's last goodbye to the era of silent film - which, remarkably, had already ended almost a decade earlier.

After nearly 80 years, this screen marvel still makes me laugh, cry - and think about the ongoing automatization of practically every trivial little thing in our lives. Modern times, indeed. 

To me, this film is as entertaining and funny today as I imagine it was then, and it's certainly as relevant as it was then. 

The tramp still rules. My vote: 9 out of 10.

Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/

Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/

Favorite Low-Budget and B-Movies: http://www.imdb.com/list/ls054808375/

Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/"
39,tt0047396,"
After viewing 'Rear Window' again, I've come to realize that Alfred Hitchcock was not only a great moviemaker but also a great moviewatcher. In the making of 'Rear Window,' he knew exactly what it is about movies that makes them so captivating. It is the illusion of voyeurism that holds our attention just as it held Hitchcock's. The ability to see without being seen has a spellbinding effect. Why else is it so uncommon to have characters in movies look directly into the camera? It just isn't as fun to watch someone when they know you're there. When we watch movies, we are participating in looking into another world and seeing the images of which we have no right to see and listening to the conversations that we should not hear. 'Rear Window' and Powell's 'Peeping Tom' are some of the best movies that aren't afraid to admit this human trait. We are all voyeurs.

When watching 'Rear Window,' it is better to imagine Alfred Hitchcock sitting in that wheelchair rather than Jimmy Stewart. When the camera is using longshots to watch the neighborhood, it is really Hitchcock watching, not Stewart. Hitchcock's love of voyeurism is at the center of this movie, along with his fascination with crime and his adoration of the Madonna ideal.

In many of Hitchcock's movies, 'Rear Window,' 'Vertigo,' 'Psycho,' 'The Birds,' etc, the blonde actresses are objects. Notice how rarely they get close with the male leads. In 'Vertigo,' Stewart's character falls in love with the image of Madeleine; in 'Psycho,' we see the voyeur in Hitchcock peeking out of Norman Bates at Marion; and in 'Rear Window,' Jeff would rather stare out of his window than to hold the beautiful Lisa by his side. For Hitchcock, these women are ideals that should be admired rather than touched.

However, the story of 'Rear Window' isn't about the image of women, as it is in 'Vertigo.' 'Rear Window' focuses more on seduction of crime, not in committing it but in the act of discovering it. At one point in the story, Jeff's friend convinces him that there was no murder, and Jeff is disappointed, not because someone wasn't dead but because he could no longer indulge into his fantasy that someone was. Think how popular crime shows are on television, and noir films at the movies. People do not want to commit crimes; they want to see other people commit them.

'Rear Window' is one of the most retrospective movies I've ever seen. In a
span of two hours, it examines some of the most recurrent themes in film. When we watch 'Rear Window,' it is really us watching someone watch someone else. And all the while, Hitchcock is sitting on the balcony and seeing our reaction. It is an act of voyeurism layered on top of itself, and it allows us to examine our own behavior as we are spellbound in Hitchcock's world. The only thing that I feel is missing in the movie is a scene of Jeff using his binoculars and seeing himself in a mirror. Why did Hitchcock leave it out? Maybe because it would have been too obvious what he was doing. Or maybe he was afraid that the audience would see themselves in the reflection of the lens."
40,tt0103064,"
Disclaimer: If you are a viewer that mainly prefers arthouse-type movies, then you might as well ignore this review. In addition, if you're not able to take a few sci-fi leaps of faith, ignore this review, as well. We'll both be better off.

This is the finest action movie of all time. And, yet, believe it or not, it's not the action in the film itself that makes this be the case. This is especially odd in a movie with a $100 million budget (in 1991!), with multiple huge explosions, with thousands of bullets fired, and scores of stuntmen used.

This movie is what it is, a perfect 10, because it takes the vision of one of the most imaginative directors on Earth, and realizes them almost perfectly with all the tools that fit the task -- actors, stunts, puppetry, models, and CG. Without the vision, this film would be nothing. Without the tools, this film would be nothing.

But, a little bit of background is due. This is the sequel to the Terminator (1984), whose premise was that a near-indestructible cyborg is sent by evil self-aware machines from the near future to destroy the mother-to-be of the military commander who would lead the humans to a victory over the machines. Oh, and this terminator machine would come from a time of war between men and machines which followed a nuclear exchange that left billions of people dead, first. In Terminator 2, John Connor (the commander-to-be) is about 12 years old, and his mother (Sarah) is feverishly trying to prepare him for his fate, even as she tries to stop the factors that will lead to the nuclear war and the entire terrible future that made all this necessary. The machines now send a superior, more intelligent, shape-shifting cyborg (T1000) into the past, to kill John himself. Meanwhile, future-John reprograms the ex-evil Terminator (T101) from the original film, and sends him into the past to PROTECT John against the T1000.

That's your basic plot. It does involve travel into the past, so it immediately presents a time-travel paradox which can't really be resolved. In order to even try watching this movie, you MUST LOOK PAST THE PARADOX. If you don't, this movie has zero credibility, and is not worth your time.

What happens after the two terminators appear in the past is a wild ride rife with macho action, dark reflection on the nature of man, and a few rays of hope, here and there. Schwarzenegger (the good terminator) and Patrick (the bad one) make for such effective foes that the times they meet on-screen are completely breathtaking (and odd, given that you repeatedly see the relatively slim T1000 through Arnie through a wall or two). Hamilton, as Sarah Connor, is a wonderful character -- tough beyond all belief and completely focussed on preventing the nuclear war and ensuring John's safety, yet clearly a little out of her mind with paranoia and anger; amazingly, you see actual character development (specifically, when John and T101 arrive at Dyson's house to prevent her from doing what she wants to) in her otherwise 2-dimensional character. And Furlong, as John, is not bad himself as the extroverted kid who's confused by the fact that everyone except his mom tell him his entire upbringing was based on a lie. The bit players all do their jobs well, particularly Earl Boen who plays the semi-sadistic mental hospital warden that stands between Sarah Connor and her son (until the T1000 makes a chilling entrance).

With these players set in motion, it's up to the script to deliver the real substance of the movie. (One often sees great performances in mediocre films... here the story transcends the performances -- an impressive feat.) The script delivers. The film is absolutely filled with great, classic moments (I counted TEN all-star ones during my last viewing), and they're evenly spaced through the movie. I mean, who doesn't cheer (at least inside) when Arnold steps out of the biker bar, fully clad in leather when ""Bad to the Bone"" music starts to blast? The guy absolutely bleeds coolness. And the T1000 absolutely bleeds evil. But, with so many great moments, you'd think the pacing would be a little uneven... not really! The film shifts from place to place with an ease that makes perfect sense, never giving you the time to start being a little nitpicking jerk, always driving forward, but always doing so thoughtfully and with attention to detail.

Of course, this wouldn't be an action movie without some action. There's plenty of it, and it's perfectly done. The CG effects for the shape-shifting T1000 were cutting-edge for the time, and still look great (whoever said differently below is simply incorrect) -- even if they're completely commonplace today. The stunts are completely insane in scale (at one point, a helicopter flies under a highway overpass; at another, a motorcycle jumps from the 2nd floor of a building into a flying chopper). (Probably, only the Matrix and the Lord of the Rings movies compare in terms of the level of stunt insanity.) And the gunplay is delivered in perfect Cameron-Schwarzenegger style (as opposed to the slo-mo John Woo-style) -- you'll see lots of heavy automatic and explosive weapons, and you'll see them used well. The film is violent, and somewhat bloody, but ALL of the mean-spirited violence is dealt by the evil characters, not the ones you root for (Quentin Tarantino fans: sorry). And then the truly amazing scenes that bypass acting are shocking and memorable -- just wait until the nuclear detonation sequence.

I'm not sure what else you would want in a movie. Probably moral content, and the movie has a very clear pro-human, anti-war message. The message is a
bit stale, and the delivery IS, at times, a little heavy-handed (and some moments with the T101 seem just a bit unrealistic, towards the end), but the movie has heart, and that you cannot deny. Plus, it simply rocks. 10/10"
41,tt0407887,"Now I know that 'The Departed' is based off of the Hong Kong movie 'WuJianDao', but Scorsese really grabs hold of a great story and brings it to the American Screen. My father grew up in Boston and when we walked out of the theater he couldn't stop talking about how authentic the environment and attitude was. Then there's the acting in which the lead actors (Nicholson, DiCaprio, Damon) not only give stunningly entertaining performances, but you become engulfed in each one's perspective and dilemmas. The smaller roles that of (Baldwin, Walberg, Sheen) are supporting roles that remind me of Jesus Quintana from 'The Big Lebowski', by this I mean that their screen time is limited but they make lasting impressions that you cherish each and every scene they are in, Alec Baldwin especially. The story itself starts off with the basic intro of the players and the setting, but you'll find yourself slowing following each and every plot twist and rooting back and forth for the good guys and for the bad guys. If you're a Scorsese fan, which I am, I think you will appreciate this film. You can clearly see the Scorsese touch ranging from the cinematography and of course the music, it's great to hear ""Gimme Shelter"" again, but ""Comfortably Numb"" played in so well. It's another gangster flick from Scorsese, yet this one stands alone because feels so fresh and most would agree Scorsese does gangster films the best; so why not let him. Oscar worthy, the acting I certainly hope; this is DiCaprio's best role since 'The Aviator' which was his best role since 'Gangs of New York', am I seeing a pattern here. But my lasting impression wasn't concerned with the politics of the golden statue; my lasting impression was that I had sat through 2 and half hours of brilliant and especially entertaining storytelling. Thank you Mr. Scorsese."
42,tt0253474,"I can remember when this film came out I was adamantly against seeing it. I had my preconceived notions that it would be some other heroic Jewish Holocaust film where good triumphs over evil and in between we would see some brutal atrocities committed by the Germans to add some flavour.

How wrong I was.

This is one of the best films I have ever seen and what it did to me I cannot describe in words. But in a nutshell, it moved me, made me cry, made me feel like I was in the Polish ghetto in 1940, and ultimately made me kiss the sidewalks as I walked out of the theater and thanked God that I live in the free society that I do. 

Roman Polanski has proved that he is a great director with films like Chinatown and Rosemary's Baby but this is his crowning achievement. I think the fact that this won the awards that it did at this years Oscars goes a long way to validate the brilliance of this film. I believe that the Oscar's are rigged for the most part and films and actresses and such win based more on their pedigree or business associations than anything else, so when it won best actor and director and adapted screenplay this year, it tells you that it should have won best picture but the Weinsteins seem to have a spell over everyone, hence a charlatan like Chicago takes top prize. Sorry for the digression here but when you compare a ""film"" like Chicago to a masterpiece like The Pianist, there really is one clear cut winner. They handed out the statue to the wrong movie.

The Pianist follows up and coming piano player Wlad Spielzman from his days as a local hero to a prisoner of war to his time in the ghettos, surviving only by the kindness of strangers. I think many people have touched on this before but what makes this film so amazing and well crafted is because Spielzman is a man that we can all relate to. He is not a hero, he is not a rebel and he is not a kamikaze type that wants and lusts after revenge. He is a simple man that is doing everything in his power to stay alive. He is a desperate man and fears for his life and wants to stay as low as he can. Only from the succor he receives from others does he manage to live and breathe and eat and hide. And this is how I related to him. If put in his position, how would I react? Exactly the way he did. This is a man that had everything taken from him. His livelihood, his family, his freedom and almost his life. There is no time for heroics here. Adrien Brody embodies the spirit of Spielzman and his win at this years Oscars was one of the happiest moments I have had watching the festivities. His speech was even better but that is a topic for another time.

Ultimately it is his gift of music that perhaps saves his life and the final scene that he has with the German soldier is one of the most emotionally galvanizing scenes I've witnessed. With very little dialogue, it is in the eyes, the face, the mouth and the sounds that chime throughout their tiny space that tell you all you need to know. I think it is this scene that won Brody his Oscar. This is one of the all time great performances.

I think Polanski spoke from the heart here. He has taken a palette of memories and amalgamated them with what he has read and given us one of the best films of our generation and any other. I think The Pianist will go down as one of the best films of this century and when all is said and done, Chicago will be forgotten the way Ordinary People was forgotten and when people talk about the film The Pianist, they will do so with reverence and respect. This is a cinematic masterpiece.

10 out of 10"
43,tt0088763,"
Back To The Future is such an inventive and exciting piece of filmmaking that it is impossible to forget about it. The casting of every character involved was absolutely perfect, and the performances were spectacular. I first saw this film when I was six years old, and it is the only movie that I know of that I don't think I could ever get sick of.


One of the best things about Back To The Future is that it really makes you think. You can have in-depth conversations about the plausibility of the story-line and spend hours discussing the film. The story is awesome, it is delivered cleverly and entertainingly, and the movie as a whole is just so much FUN that it can be forgiven whatever number of time-travel discrepancies that may be found in the plot. 

I cannot recommend this movie enough. I have never found a movie other than this one that provides such a huge dose of great fun, and it has the desirable quality where you are able to see something new each time you see it. The only problem is that they stopped at part III."
44,tt2582802,"http://switchingreels.com/2014/01/28/sundance-review-whiplash/

Ever had a dream of being a great football player? A great dancer? A great singer? A great musician? Our protagonist has a dream of being a great drummer, a drummer that will be remembered forever. Maybe you are still fighting for your dream. Maybe you have given up on greatness. Greatness doesn't come easily, you need to practice at it. Andrew practices until his hands bleed.

Andrew (Miles Teller) is 19-year old student at a music conservatory in Manhattan. Terrence Fletcher (J.K. Simmons) is a teacher at the conservatory with a ruthlessly brutal teaching style. After picking Andrew to play in the school band, he pushes Andrew to his limits in order to realize his full potential, at the risk of his humanity.

I had a billiards teacher at one point in my life, who was close to becoming a pro in his craft but a grease fire accident changed all that. His perspective changed, to paraphrase, he realized he was becoming an asshole. He became a teacher of pool instead of becoming a pro player. Through him, I can understand what Terrence Fletcher was trying to instill into Andrew. My teacher would push me a little bit. When he gave me opportunities to show him up, ""run the table now,"" he would tell me, I failed. It's embarrassing when that happens but it's also a learning tool because more work needs to be done. You can't get by on talent alone but it certainly helps. On the other side of it, I saw a little bit of my teacher in Andrew. Losing who you are to perfect something you love. Good thing my teacher realized before it was too late.

I lost myself in the story. It had something to say about not settling and asking more of yourself. Two fantastic performances from Miles Teller and J.K. Simmons. Perhaps it will push you to maybe pick up that guitar again, put on your ballet shoes, or hit the gym to bulk up. Whiplash is an incredibly powerful film. And after the final shot cuts to black, the film will stick with you for days.

My expectations: Medium. I did not expect the film to be so powerful for me. Expectations exceeded.

Recommendation: Cinema lovers and casual movie goers, I believe will enjoy this film.

Re-watch value: I can watch this film again and I actually can't wait until it hits distribution.

Memorable: I am still thinking about this film."
45,tt0172495,"""Gladiator"" definitely is a classic film as it combines a simple, but moving, story with beautiful scenery, filming, direction and score  it is truly a ""complete"" movie.

I am mostly compelled with the beautiful script which in a way reminds me of poetry, though it is still everyday language. I love the acting portrayed by the late Oliver Reed and also Richard Harris. Russell Crowe, Djimon Housou and Joaquin Phoenix are also superb and the parts suit them perfectly. There are also a number of less ""popular"" artists who also deserve a big ""bravo"". Amongst them I have to mention ex-Mr Universe Ralph Moeller who is mostly used as the comic relief of the movie. In Gladiator we can also the beautiful and popular Maltese TV Star and actress Ruth Frendo, who although has a small part, she is totally brilliant and outstanding.

Actually I got to IMDb while I was looking for her name on the internet, in fact on IMDb she has some very stunning photos. I was lucky to meet Ruth Frendo whilst she was filming in another Maltese production. Ruth Frendo is not only a gorgeous and talented actress but she is also amazingly intelligent and very down-to-earth. We will definitely be seeing more of her work in the future... 

The scenery used for ""Gladiator"" is brilliant  and the opening battle scene is definitely one of my top favorite scenes. The modern camera technique contrasts sharply to the brutality of the gladiators actions and blood shed during the movie; and I love the light contrasts thanks to the lenses which most definitely have been used to create a surreal feel to the entire movie.

""Gladiator"" deserves all the awards and great reviews it has received, and for those of you who still haven't gone and watched it  I can assure you that it will be well worth your time and money. So go on and rent it now!"
